case,2023-10-20T23:30:34.755742,2023-10-21T00:38:13.160663,2023-10-21T00:42:49.956543,2023-10-21T00:50:08.428110,2023-10-21T01:17:21.760157,2023-10-21T01:21:32.438044,2023-10-21T01:50:36.630387,2023-10-21T01:54:26.281402,2023-10-21T01:57:51.652721,2023-10-21T02:01:48.867771,2023-10-21T02:05:03.877950,2023-10-21T02:14:35.367278,2023-10-21T02:18:43.473352,2023-10-21T02:20:40.484872,2023-10-21T02:22:41.002817,2023-10-21T10:31:06.980853,2023-10-21T10:34:36.903757,2023-10-21T10:36:26.601112,2023-10-21T10:38:10.737221,2023-10-21T10:40:09.883808,2023-10-21T10:59:16.680439,2023-10-21T11:01:53.521567,2023-10-21T11:04:01.328806,2023-10-21T11:06:37.147415,2023-10-21T11:09:24.767237,2023-10-21T11:12:29.737628,2023-10-21T11:14:48.765113,2023-10-21T11:33:17.839442,2023-10-21T11:45:56.215101,2023-10-21T11:48:29.697132,2023-10-21T11:51:51.357325,2023-10-21T11:54:56.600191,2023-10-21T13:53:18.558109,2023-10-21T14:46:49.321917,2023-10-21T15:29:00.068713,2023-10-21T15:59:28.617047,2023-10-21T16:04:08.523130,2023-10-21T16:27:26.583949
0000.txt,60951,60951,60951,25689151,60951,23341651,18751,11551,48851,124551,48851,1227651,1054251,1227651,1227651,1227651,1054251,1227651,1227651,1227651,1227651,1227651,1227651,1227651,1227651,1227651,1227651,3626251,10518351,1130551,1130551,1130551,1130551,1130551,1130551,1130551.0,1130551.0,1130551.0
0001.txt,572417,812210,572021,49789425,812075,35957198,1284052,1279924,374061,112317,573079,115014,86439,738869,115014,115014,71780,113775,578199,115014,115014,115014,115014,115014,115014,115014,115014,1115861,8730683,468321,468321,468321,738344,468321,468321,468321.0,468321.0,468321.0
0002.txt,294141,153341,294141,68637577,294141,294141,54612,322153,193525,360954,112294,211674,264622,243366,211674,211674,113664,62350,334718,211674,211674,211674,211674,211674,211674,211674,211674,211674,18819078,117916,117916,117916,117916,117916,117916,117916.0,117916.0,117916.0
0003.txt,1848773,1848773,2882519,43152900,1848773,41381218,659091,290095,1124280,604000,626795,225925,460152,196781,152892,152892,59164,241710,241574,225925,225925,225925,152892,152892,152892,183613,152892,225925,14427310,254922,254922,254922,300672,254922,254922,254922.0,259602.0,254922.0
0004.txt,1546243,1544119,1546243,50524074,1546243,22193162,6499030,6486565,1632867,2084138,1059387,1120893,1981693,1758465,1120893,1120893,2280736,1120893,887944,1120893,1120893,1120893,1120893,1120893,1120893,1120893,1120893,887944,1887973,4455300,4455300,4455300,4677208,4455300,4455748,4455748.0,4455748.0,4455748.0
0005.txt,772073,1954289,1888707,38238448,772073,10590446,2295505,7257561,4760577,6901137,2933574,2829708,2775452,3623363,1432632,2829708,1432632,1435775,1435775,2829708,1432632,2829708,2829708,2829708,1432632,2829708,2829708,2829708,4118925,1929354,1929354,1929354,2056838,1929354,1929354,1929354.0,1929354.0,1929354.0
0006.txt,19501,19501,19501,31872101,19501,29768301,59501,3001,37401,5901,1601,4901,34501,54101,4901,4901,61701,54101,4901,4901,4901,4901,4901,4901,4901,4901,4901,4901,118901,53301,53301,53301,53301,53301,53301,53301.0,53301.0,53301.0
0007.txt,433208,513078,513078,41373041,433208,25723647,189160,5736750,435863,508084,3952499,3530684,1646265,351558,3530684,3530684,3530684,2035367,2035367,3530684,3530684,3530684,3530684,3530684,3530684,3530684,3530684,5802551,4294438,111958,111958,111958,135650,111958,111958,111958.0,111958.0,111958.0
0008.txt,980563,980563,980563,17729383,980563,26205882,2002912,1727836,1757780,1368560,1033142,1518458,1230150,1049228,1518458,1518458,1230150,1037085,1518458,1518458,1518458,1748102,1518458,1518458,1518458,1518458,1518458,1518458,3053163,930918,971711,930918,930918,930918,930918,930918.0,930918.0,930918.0
0009.txt,2437450,4566249,4566249,33664097,2437450,17641728,564369,1471908,821506,1465084,1436833,826358,1812195,874358,826358,1785810,841334,874948,1901548,1785810,1795243,2195152,1481645,1481645,1481645,1785810,1488191,1481645,5860620,1745064,1745064,1745064,2814722,1745064,1745064,1745064.0,1745064.0,1745064.0
0010.txt,803882,935296,935296,44214145,803882,27409426,759419,467302,1556138,679300,770233,350465,2898252,640668,350465,350465,1066724,758193,508166,350465,350465,350465,350465,350465,350465,350465,350465,350465,1291386,386023,386023,386023,400374,386023,386023,386023.0,386023.0,386023.0
0011.txt,3445509,3575493,4021122,37639993,3445509,15836988,1618877,2686390,2772149,2418777,1160931,2699958,3370108,892736,2699958,2699958,2046171,3373000,3399955,2699958,2699958,2699184,2699958,2699958,2699958,2699958,2699958,2699958,1544675,1506387,1506387,1506387,2298943,1506387,1506387,1506387.0,1506387.0,1506387.0
0012.txt,1968712,1489499,1483282,59199890,1254460,22649776,1580961,677140,1427127,821256,2124436,1173125,1181878,1305761,1173125,1173125,718402,1173475,632401,1173125,1340934,2334903,1523096,1523096,1523096,1538568,1523096,1065408,13733117,1675445,1675445,1675445,1737309,1675445,1680686,1829174.0,1800279.0,1677271.0
0013.txt,1060141,3606608,1902064,32873445,1060141,12861987,1470865,1602302,964042,807178,993450,631695,665049,981024,2120172,1314628,2902684,883200,883200,1314628,1314628,1471433,1314628,1314628,1314628,1314628,1314628,1314628,2212615,1064258,1064258,1064258,1542553,1064258,1081867,1081867.0,1081867.0,1081867.0
0014.txt,1561557,1561557,1561557,22479834,1561557,15262128,1694229,3093842,838876,3506977,1524666,1042085,829506,765862,1042085,1042085,1472423,817474,801743,1042085,1011273,1099904,1028772,1011273,1031803,1042085,1042085,1031803,4504873,2537391,2537391,2537391,2376699,2537391,2537391,2537391.0,2537391.0,2537391.0
0015.txt,1527051,1306697,1527051,32286939,1306697,1674201,7494948,3148438,13605441,2093171,1413804,1157000,2374539,964846,1157000,1157000,1178258,1165428,1165428,1157000,1157000,1157000,1157000,1157000,1157000,1157000,1157000,1238990,6665705,2685087,2685087,2685087,3844651,2456540,2456540,2456540.0,2456540.0,2456540.0
0016.txt,1959100,697518,116268,56584598,1959100,60005487,248105,115803,184255,1345347,176320,673988,5466004,659761,673988,673988,1639681,659761,711100,673988,673988,673988,673988,673988,673988,673988,673988,673988,4747745,343374,343374,343374,411224,343374,693942,693942.0,693942.0,693942.0
0017.txt,15948950,5251548,5251548,32049494,15948950,24731160,4467603,7728398,5427629,13949228,8248985,2095560,1293039,1327974,2095560,2095560,2095560,1327974,2095560,2095560,2095560,2095560,2095560,2095560,2095560,2095560,2095560,4627369,3769339,2228353,2228353,2228353,2228353,2228353,2228353,2228353.0,2228353.0,2228353.0
0018.txt,391490,391490,711429,57785222,391490,391490,6037987,2640984,791250,994347,1035691,371320,407014,136508,371320,371320,231031,404102,945404,371320,371320,371320,371320,371320,371320,371320,371320,371320,2806570,464419,464419,464419,752469,464419,464419,464419.0,464419.0,464419.0
0019.txt,852486,852486,2884730,54782901,852486,26936799,1261786,1478319,702933,1110234,244393,472305,843646,725675,472305,472305,551158,729353,286257,472305,472305,446715,472305,472305,472305,472305,446715,472305,10891024,1605780,1605780,1605780,2581171,1605780,1608748,1984564.0,2102787.0,1605780.0
0020.txt,1263345,563305,2405002,51188194,563305,13506531,463382,1424960,545515,877724,886877,1374857,619392,1875231,1374857,1777069,1381207,1814562,1530019,1777069,1777069,2074475,1777069,1777069,1777069,1777069,1777069,1777069,7860360,954523,954523,954523,1341237,954523,961270,961270.0,984632.0,960609.0
0021.txt,864356,864356,864356,48545849,864356,14449657,382837,1906718,1029018,796886,323940,1862873,1560969,2667890,2619469,899931,627685,1184787,1556603,680660,1024896,1148281,899931,899931,2583913,2583913,2583913,899931,1774429,1998321,1998321,1998321,2710202,1998321,2003821,2110598.0,2230448.0,1998321.0
0022.txt,248751,248751,248751,78706651,248751,49997651,90051,281151,233451,275151,386251,239451,626951,332951,239451,239451,440751,22751,451,239451,239451,239451,239451,239451,239451,239451,239451,239451,12519651,612951,612951,612951,612951,612951,612951,612951.0,612951.0,612951.0
0023.txt,711686,711686,711686,35511468,711686,22619079,520553,591726,618448,150587,613571,571717,413957,607342,457453,457453,324679,411381,645220,571717,457453,457453,457453,457453,457453,571717,457453,457453,1519476,484800,484800,484800,611783,484800,484800,484800.0,484800.0,484800.0
0024.txt,1440638,1773239,1773239,52013662,1440638,30108206,1833959,2397230,1274111,817982,1124268,541543,263726,843497,541543,541543,1220906,272655,604420,541543,541454,541454,541543,541454,541543,541543,541543,541543,5586700,1837674,1837674,1837674,2318193,1837674,1839520,1929287.0,2396865.0,1837674.0
0025.txt,1721201,1858654,1858654,42494348,1721201,11775166,2482256,2468969,2183246,2499738,1591505,1981680,2197010,2181120,1981680,2329180,2114782,2065602,2362807,1981680,1981680,2100716,1981680,1981680,1981680,1981680,1981680,2329180,2648944,2054093,2054093,2054093,2773690,2054093,2054093,2054093.0,2210322.0,2054093.0
0026.txt,4151,4151,4151,75484751,4151,44083851,6051,5651,20651,6651,12051,31051,8151,16251,27751,27751,6451,1151,2751,27751,27751,27751,31051,31051,27751,27751,27751,31051,1135851,64351,64351,64351,64351,64351,64351,64351.0,64351.0,64351.0
0027.txt,1148428,1148428,1148428,22389366,1148428,18715734,2681830,6514356,929005,599224,584824,281177,332523,361680,281177,281177,1338788,1583684,1223261,281177,281177,281177,281177,281177,281177,281177,281177,431034,369166,1519084,1519084,1519084,2154935,1519084,1519084,1519084.0,1519084.0,1519084.0
0028.txt,2959261,2497861,2497861,24597423,2959261,25709295,8166463,7088721,4064254,7141673,22493015,4181415,887492,4684174,4181415,4181415,941846,4463364,4181415,4181415,4181415,4181415,4181415,4181415,4181415,4181415,4181415,3875536,6573353,135200,135200,135200,135200,135200,135200,135200.0,135200.0,135200.0
0029.txt,1694784,4174267,4174267,38207230,1694784,12484152,985266,3348047,904020,1084051,499146,1556084,1390144,1768638,933556,1214692,1328826,1586848,1430930,1214692,1214692,1214692,1214692,1214692,1214692,1214692,1214692,1214692,9384945,1665463,1665463,1665463,2583396,1665463,1665463,1665463.0,1866052.0,1665463.0
0030.txt,59314,59314,59314,54560746,59314,59314,25975,1052804,1389660,1140332,486485,89798,249114,233712,89798,89798,89798,233712,233712,89798,89798,89798,89798,89798,89798,89798,89798,116401,3372254,73482,73482,73482,102876,73482,73482,73482.0,73482.0,73482.0
0031.txt,42451,135651,42451,56510151,42451,42451,56051,65351,65651,62651,44551,211551,187251,211551,211551,211551,74851,211551,211551,211551,211551,211551,211551,211551,211551,211551,211551,211551,9424351,155551,155551,155551,155551,155551,155551,155551.0,155551.0,155551.0
0032.txt,1655562,1655562,1655562,50559241,1655562,2506633,1623788,4918125,1777063,8442946,1738485,956271,1642491,1639330,956271,956271,741081,1273828,436291,956271,956271,956271,956271,956271,956271,956271,956271,1583624,8097188,594122,594122,594122,594122,594122,594122,594122.0,594122.0,594122.0
0033.txt,5315127,4948436,4948436,18725684,5315127,14203139,6069316,8656016,5576285,5958388,4139043,5319870,4618057,5380344,5319870,5319870,5319870,5573067,5573067,5319870,5319870,5319870,5319870,5319870,5319870,5319870,5319870,6125086,11166018,4608518,4608518,4608518,4608518,4608518,4608518,4608518.0,4608518.0,4608518.0
0034.txt,1600228,2130826,2130826,15984585,1127256,13155719,191738,3635139,773317,381099,337086,1185730,1001844,2138736,1185730,164399,726953,1141599,164399,164399,164399,164399,164399,164399,164399,164399,164399,164399,11363215,2307181,2307181,2307181,2240515,2307181,2307181,2307181.0,2307181.0,2307181.0
0035.txt,166042,237499,166042,51993389,166042,27610907,1913625,779424,1410043,363502,355706,169249,1621147,219319,169249,169249,293947,91888,169249,169249,169249,169249,169249,169249,169249,169249,169249,2543843,13895478,1183120,1183120,1183120,1306563,1183120,1183120,1183120.0,1183120.0,1183120.0
0036.txt,305294,433437,433437,65129290,305294,4415330,7538130,5515812,1929716,1501042,143901,313536,779980,209013,313536,313536,1899428,256160,256160,313536,313536,313536,313536,313536,313536,313536,313536,1950965,6579643,358094,358094,358094,516957,358094,358094,358094.0,358094.0,358094.0
0037.txt,9688910,4638722,4638722,31420955,9688910,13329820,3881545,5075842,6998123,6052205,3955251,10611569,11125348,11463931,10611569,10611569,10915063,4245423,4245423,10611569,10611569,10611569,10611569,10611569,10611569,10611569,10611569,5832317,5333036,2035988,2035988,2035988,2035988,2035988,2035988,2035988.0,2035988.0,2035988.0
0038.txt,726763,1098829,1098829,80726297,726763,29724317,591176,8903559,1666522,1363455,1491149,1667724,525660,1312176,1667724,1667724,1088588,179020,835805,1667724,1667724,741378,1667724,1667724,741378,741378,741378,1071429,8740400,678738,678738,678738,746669,658995,649420,649420.0,678738.0,649420.0
0039.txt,1176128,1981685,6921681,78130492,1176128,29599372,923063,1434499,4701412,5018849,3278104,5635832,349011,4844371,5635832,5635832,2313036,5635832,5635832,5635832,5635832,5635832,5635832,5635832,5635832,5635832,5635832,749289,17494535,371935,371935,371935,515593,371935,371935,371935.0,371935.0,371935.0
0040.txt,155755,155755,155755,50417882,155755,29488696,1943572,2987256,136008,633732,2598712,441352,1759317,197123,441352,441352,372140,168266,441352,441352,441352,441352,441352,441352,441352,441352,441352,441352,10723670,138647,138647,138647,223024,138647,138647,138647.0,138647.0,138647.0
0041.txt,5099516,5099516,5099516,10833555,5099516,14705175,6251072,6360693,5355335,6159974,5249324,5446393,5446393,6016653,5446393,5446393,5446393,5446393,5446393,5446393,5446393,5446393,5446393,5446393,5446393,5446393,5446393,5446393,4677493,5261060,6593535,5261060,5261060,5261060,4972139,4972139.0,4972139.0,4972139.0
0042.txt,2056423,3329272,3329272,42356138,2056423,23314790,986172,1322241,253690,412441,529013,259684,434683,514070,259684,259684,1315820,265525,707444,259684,259684,259684,259684,259684,259684,259684,259684,259684,9639694,957960,957960,957960,1417025,957960,1032964,1085926.0,1085926.0,981558.0
0043.txt,10480904,8631941,8631941,18052484,10480904,13835252,5759533,9381095,8104078,7840038,6974456,6199184,5195316,8268077,6199184,6199184,5348068,7741688,6199184,6199184,6199184,6199184,6199184,6199184,6199184,6199184,6199184,9052392,7185132,3233474,3233474,3233474,3233474,3233474,3233474,3233474.0,3233474.0,3233474.0
0044.txt,1528894,1528894,1528894,59495535,1528894,17706119,275554,865690,413437,694355,900387,861112,1725440,681165,620531,620531,883000,210534,401207,861112,821404,534673,534673,534673,534673,620531,535236,849088,13600714,560092,560092,560092,829181,560092,560092,562154.0,603446.0,560092.0
0045.txt,10440926,1474414,1455156,34776650,10440926,19816484,3082835,4342069,3926400,3445148,11241001,1504440,7501159,3669132,2383295,2383295,1040498,1438840,2383295,2383295,1504440,2383295,2383295,2383295,1504440,1504440,2383295,1497010,6842956,1174825,1174825,1174825,1358657,1174825,1174825,1174825.0,1174825.0,1174825.0
0046.txt,17561,17561,273401,70293098,17561,25692619,559297,315266,296303,60579,256565,158639,153209,347859,158639,158639,463053,174719,337398,158639,158639,158639,158639,158639,158639,158639,158639,158639,9504600,193384,193384,193384,193384,193384,193384,193384.0,193384.0,193384.0
0047.txt,2258854,2258854,2038175,33452774,2018697,19313991,4007148,2429148,2923508,5960776,1484439,1087089,933788,1490569,1087089,1087089,1161373,5928254,998279,1087089,1087089,1087089,1087089,1087089,1087089,1087089,1087089,1302048,2612024,713026,713026,713026,795949,713026,713026,713026.0,713026.0,713026.0
0048.txt,186581,186581,186581,44266841,186581,186581,442012,206171,1023283,1084688,453055,665808,232676,145547,665808,665808,486734,697446,1378246,665808,665808,665808,665808,665808,665808,665808,665808,665808,12887405,1379683,1379683,1379683,1427914,1379683,1379683,1379683.0,1379683.0,1379683.0
0049.txt,512578,480804,480804,32483228,512578,16762818,2769944,12395255,1503043,1415759,11847726,2635840,681361,1080194,2635840,2635840,2558937,6575937,5187258,2635840,2635840,2635840,2635840,2635840,2635840,2635840,2635840,5712707,7936724,444885,444885,444885,539603,444885,444885,444885.0,444885.0,444885.0
0050.txt,58742,350502,350502,49018537,58742,34493490,152346,145635,1473967,193883,83074,86887,31369,60701,110435,110435,55479,31924,319095,110435,110435,110435,110435,110435,110435,110435,110435,86887,5068226,454834,454834,454834,538127,454834,454834,455674.0,455674.0,454834.0
0051.txt,2961162,3185771,3822492,46218344,2961162,2399846,1991880,2701309,258365,2482021,950995,3882149,1929702,1182017,3882149,1559581,3877457,2095904,4063967,3882149,1459287,1949436,3882149,1459988,1559581,3882149,1559581,1559581,17097093,8456423,8456423,8456423,7428204,8456423,8456423,8456423.0,8456423.0,8456423.0
0052.txt,7594555,1167020,1167020,53939947,7594555,25790007,4816367,4816367,1876269,1876269,8820969,5528765,1518363,4262154,5528765,5528765,2766623,5528765,5528765,5528765,5528765,5528765,5528765,5528765,5528765,5528765,5528765,1616575,6289529,653608,653608,653608,823889,653608,653608,653608.0,653608.0,653608.0
0053.txt,2456591,2037481,2037481,23333857,2456591,4946054,3968715,8091317,1342726,11644377,3220508,3595391,1616911,1731208,3595391,3595391,2183766,3595391,3595391,3595391,3595391,3595391,3595391,3595391,3595391,3595391,3595391,2264123,564820,814016,814016,814016,814016,814016,814016,814016.0,814016.0,814016.0
0054.txt,1931529,1928582,1928582,39734003,1931529,16964008,1298948,1376450,893526,879879,1220638,446465,1928269,898830,446465,446465,867809,399351,430410,446465,446465,446465,446465,446465,446465,446465,446465,446465,2825026,1307508,1307508,1307508,1331080,1306439,1306439,1306439.0,1306439.0,1306439.0
0055.txt,640121,622925,4704031,29526220,640121,14325709,1188358,1013134,1139181,956704,1135922,765290,1024051,122670,765290,765290,1863382,3225149,555276,765290,765290,555276,555276,555276,765290,765290,765290,555276,9709038,369801,369801,369801,397457,369801,746684,746684.0,746684.0,746684.0
0056.txt,659588,3814458,659588,53838803,659588,15342710,1425471,604228,946045,1048226,580112,287364,1898803,952631,287364,287364,352036,686952,317109,287364,994322,1242490,994322,287364,287364,994322,994322,287364,2240076,514267,514267,514267,814383,514267,514267,514267.0,536556.0,514267.0
0057.txt,1831324,3155115,3155115,40847840,1831324,36058989,229399,229399,8116896,17148396,1816564,684425,277895,3863752,684425,684425,684425,2747524,2747524,684425,684425,684425,684425,684425,684425,684425,684425,1628877,4519228,65998,65998,65998,65998,65998,65998,65998.0,65998.0,65998.0
0058.txt,281276,281276,320192,24609043,281276,16710213,1066271,639303,364214,273234,708441,677253,639933,714350,677253,677253,212029,2020047,451025,677253,677253,677253,677253,677253,677253,677253,677253,677253,4542054,1312686,1312686,1312686,1318746,1312686,1312686,1312686.0,1312686.0,1312686.0
0059.txt,4396318,1131130,1131130,22992583,4396318,18101245,6022264,8152180,2894934,1679119,7037499,7374659,13002678,3736442,7374659,7374659,7374659,3736442,3736442,7374659,7374659,7374659,7374659,7374659,7374659,7374659,7374659,5930925,15077084,3279081,3279081,3279081,3402659,3279081,3279081,3279081.0,3279081.0,3279081.0
0060.txt,298822,384381,158252,74579809,298822,1014686,541158,942970,512250,486969,316431,430397,2227383,580313,430397,398630,395888,420284,420284,398630,430397,398630,430397,398630,398630,398630,398630,430397,15180805,450190,450190,450190,601488,450190,425578,425578.0,425578.0,425578.0
0061.txt,2104024,1350742,1350742,57719781,2104024,27341683,5058972,6033694,3024933,12104699,1803076,1373097,1073431,1622396,1373097,1373097,4018756,921805,1341115,1373097,1373097,1341115,1373097,1373097,1373097,1373097,1373097,1863880,9419014,665596,665596,665596,720589,665596,746671,746671.0,746671.0,746671.0
0062.txt,1888026,541919,541919,31180472,1888026,39134224,1821714,27177198,5263947,12330064,185896,1547681,1294085,491784,1547681,1547681,276917,491784,1547681,1547681,1547681,1547681,1547681,1547681,1547681,1547681,1547681,1573307,2215415,315368,315368,315368,371788,315368,461958,461958.0,461958.0,461958.0
0063.txt,699209,656732,619531,78471245,644053,29048899,776649,5800298,2458041,1600650,495937,686316,1589297,842039,686316,686316,292589,220708,406335,686316,686316,686316,686316,686316,686316,686316,686316,603324,3314084,1096913,1096913,1096913,1477078,1096913,1096913,1108315.0,1119996.0,1096913.0
0064.txt,59773,59773,59773,80398209,59773,29132154,102763,46196,146431,425575,509726,75477,143832,364061,69991,69991,115011,83916,474939,69991,69991,69991,75477,75477,69991,75477,75477,69991,18252478,121317,121317,121317,134066,121317,121317,121317.0,121317.0,121317.0
0065.txt,1383829,698843,698843,63505543,1383829,27587677,786826,6410905,3843943,1767278,757823,1434697,3206159,1465935,1434697,1434697,1196658,551414,551414,1434697,1434697,1434697,1434697,1434697,1434697,1434697,1434697,2927248,211043,273573,273573,273573,570220,273573,273573,273573.0,273573.0,273573.0
0066.txt,1445058,2067867,2485788,49243928,1445058,29616256,2519691,2545262,946364,6057517,581077,1497329,271712,871184,1497329,1497329,607495,203337,2598855,1497329,1497329,1497329,1497329,1497329,1497329,1497329,1497329,1422415,10130576,919233,919233,919233,1602197,919233,919233,919233.0,919233.0,919233.0
0067.txt,2397356,2908658,5222311,35020454,2397356,25837633,588824,586970,2069679,1016336,1986227,311755,369699,423813,311755,311755,419308,393841,1041229,226590,346719,346719,226590,226590,226590,311755,311755,226590,5657524,776065,776065,776065,1079787,776065,708749,728529.0,894981.0,708749.0
0068.txt,7251,7251,7251,9324051,7251,7251,474051,19451,730551,31151,13051,6751,312951,152551,6751,6751,6751,152551,152551,6751,6751,6751,6751,6751,6751,6751,6751,6751,15051,427051,427051,427051,427051,427051,427051,427051.0,427051.0,427051.0
0069.txt,450888,552090,450888,58676839,450888,25438639,333949,1620965,1431951,732972,1273998,775398,991639,612579,672258,775398,921865,657778,2167160,775398,672258,672258,672258,775398,775398,775398,775398,775398,8274845,866024,866024,866024,1200575,866024,913446,1069186.0,913446.0,913446.0
0070.txt,972120,465147,465147,30823078,972120,3134049,2341026,11929962,275892,648876,625232,703105,747063,695441,703105,703105,4046971,714358,714358,703105,703105,703105,703105,703105,703105,703105,703105,703105,11239952,692674,692674,692674,692674,692674,692674,692674.0,692674.0,692674.0
0071.txt,44914,44914,44914,90268818,44914,33888052,24396,33687,53525,47480,36955,72416,584374,187230,7888,7888,46121,184292,83376,72416,7888,7888,7888,72416,7888,72416,7888,72416,10015884,237013,237013,237013,237013,237013,237013,237013.0,237013.0,237013.0
0072.txt,3332311,3003317,2857385,53211417,3332311,14464586,3907750,5725161,3726498,7511800,2395407,7730455,2729063,3194054,7730455,7730455,3879822,1775261,7730455,7730455,7730455,7730455,7730455,7730455,7730455,7730455,7730455,3491172,4988029,2792269,2792269,2792269,3001713,2792269,2787857,2787857.0,2787857.0,2787857.0
0073.txt,361309,236621,236621,94562567,236621,236621,328682,146031,223096,174336,57111,432078,197102,665462,432078,432078,472473,238980,262148,432078,432078,432078,432078,432078,432078,432078,432078,432078,5578600,286044,286044,286044,286044,286044,286044,286044.0,286044.0,286044.0
0074.txt,504877,504877,504877,79294724,504877,28016712,4010218,7686069,646033,2339918,5478383,819081,774204,512780,819081,819081,972784,885764,885764,819081,819081,819081,819081,819081,819081,819081,819081,819081,9596272,924858,924858,924858,1050207,924858,924858,924858.0,924858.0,924858.0
0075.txt,208401,108001,208401,4964501,108001,48938801,111601,12301,120501,109901,16801,164301,60201,168601,164301,164301,5201,164301,164301,164301,164301,164301,164301,164301,164301,164301,164301,164301,44724801,238401,238401,238401,238401,238401,238401,238401.0,238401.0,238401.0
0076.txt,2100567,2315258,2315258,30237423,2100567,21053014,12339421,12069845,5369712,10454999,1830342,3964516,4445004,3319828,3964516,3964516,3964516,3964516,3964516,3964516,3964516,3964516,3964516,3964516,3964516,3964516,3964516,3895494,954117,918892,918892,918892,918892,918892,918892,918892.0,918892.0,918892.0
0077.txt,1470180,1758036,1762281,45005269,1470180,13919686,1433934,1382749,1071447,1736939,1433344,1207276,1242951,2093807,1207276,606811,1181726,1795828,2389527,606811,606811,606811,606811,606811,606811,606811,606811,606811,2608230,1714614,1714614,1714614,1962798,1714614,1737804,1737804.0,2316649.0,1714614.0
0078.txt,7322325,3679146,3679146,37878535,7322325,29875831,3650915,4150132,7079549,3529840,5051888,3056438,11760454,2710269,3056438,3056438,3056438,2710269,2175770,3056438,3056438,3056438,3056438,3056438,3056438,3056438,3056438,3311111,9814968,472259,472259,472259,472259,472259,472259,472259.0,472259.0,472259.0
0079.txt,1286408,1082127,1284533,72119930,1286408,1083683,1731243,2417421,112577,100440,72145,55960,104505,47841,55960,55960,621654,196127,839130,55960,55960,55960,55960,55960,55960,55960,55960,55960,2035952,628246,628246,628246,700830,628246,628246,628246.0,628246.0,628246.0
0080.txt,79249,79249,79249,43696239,79249,30899153,320165,457576,75509,323583,113508,185281,51098,87876,185281,185281,220052,112230,185281,185281,185281,185281,185281,185281,185281,185281,185281,185281,12270604,172581,172581,172581,172581,172581,172581,172581.0,172581.0,172581.0
0081.txt,884438,1003928,884438,46727921,884438,15640947,2060748,2435909,1850009,1438434,865198,1454948,1155525,764732,1454948,1544511,1286680,2124953,1884939,1760994,1446310,1244308,1424568,1424568,1454948,1454948,1454948,1446310,9767203,2372163,2372163,2372163,3286835,2372163,2449252,2565680.0,2652118.0,2372874.0
0082.txt,378185,378185,1929804,43294726,378185,20267712,2521481,3731748,5337348,8051080,760012,4814936,2454928,4960111,4814936,4814936,4384960,4173847,4814936,4814936,4814936,4814936,4814936,4814936,4814936,4814936,4814936,1147552,2531247,1318874,1318874,1318874,1623194,1318874,1318874,1318874.0,1318874.0,1318874.0
0083.txt,2358367,907271,907271,57852915,2358367,27088289,11692917,16525872,7283034,5740094,549289,5170481,3518417,912898,5170481,5170481,4432755,1574952,5170481,5170481,5170481,5170481,5170481,5170481,5170481,5170481,5170481,363508,4356830,928040,928040,928040,964834,928040,928040,928040.0,928040.0,928040.0
0084.txt,766452,766452,819022,74463770,766452,766452,286419,1699014,1978089,1086009,512473,82336,165772,899168,82336,82336,253338,481098,865751,82336,82336,82336,82336,82336,82336,82336,82336,82336,7571416,4099814,4099814,4099814,3987240,4099814,4099814,4101042.0,4115145.0,4099814.0
0085.txt,1889440,1910782,1913716,53471136,1889440,11470013,3455836,9066705,5035116,2743291,1367965,1671254,1015686,1372428,1671254,1133901,6811017,6054462,1356743,1133901,1133901,1129658,1133901,1133901,1133901,1133901,1133901,1518149,7823035,1832568,1832568,1832568,2138867,1832568,1834591,1886074.0,1961801.0,1832568.0
0086.txt,508475,404452,404452,84757097,508475,1542757,12379822,1836571,261940,570035,1967320,2830459,1506913,1630322,4039484,4039484,1642338,960513,1443906,2830459,3484409,4451881,2830459,2825579,4039484,4039484,2830459,2830459,42637358,5000129,5000129,5000129,8151140,4994359,4994359,4994359.0,4994359.0,4994359.0
0087.txt,6205801,1383001,1383001,72488401,6205801,52292801,4187101,5268001,1391201,1391201,6205801,1396901,604001,6205801,1396901,1396901,1396901,4187101,4187101,1396901,1396901,1396901,1396901,1396901,1396901,1396901,1396901,1396901,27017601,61201,61201,61201,61201,61201,61201,61201.0,61201.0,61201.0
0088.txt,721236,721236,721236,45188722,721236,721236,1217628,2103150,2152236,1880995,1853815,750411,386949,2102077,1062559,1062559,611891,513740,1052160,750411,750411,1062559,1062559,750411,750411,1062559,1062559,750411,24111428,304123,304123,304123,304123,304123,304123,304123.0,304123.0,304123.0
0089.txt,747291,839233,747291,43259534,747291,17786688,455942,1679555,977895,985313,542152,313979,693601,411118,313979,313979,1160982,1306551,405877,313979,313979,313979,313979,313979,313979,313979,313979,313979,3025800,869353,869353,869353,987766,869353,869353,869388.0,890393.0,869353.0
0090.txt,1832490,1832490,1832490,36507947,1832490,23344483,957480,2418803,1011331,1278765,1329931,1116770,1298985,1510161,1116770,2716606,1370987,1106984,2716606,2716606,2554440,2554440,2716606,2716606,2716606,2716606,2716606,1644373,4642505,652071,652071,652071,678920,652071,625334,625334.0,625334.0,625334.0
